location,size,total_sqft,bath,price,bhk,price_per_sqft
Kokapet,2 BHK,1070.0,2.0,56.1,2,5242.990654205608
Kokapet,3 BHK,1610.0,3.0,90.0,3,5590.062111801242
Kokapet,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
Kokapet,2 BHK,1143.0,2.0,38.65,2,3381.4523184601926
Kokapet,4 BHK,3467.86,6.0,249.0,4,7180.220654813054
Sainikpuri,3 BHK,1530.0,2.0,74.4,3,4862.745098039216
Nizampet,2 BHK,980.0,2.0,69.0,2,7040.816326530612
Tellapur,3 BHK,1485.0,3.0,65.0,3,4377.104377104377
Bandlaguda Jagir,3 Bedroom,1500.0,3.0,130.0,3,8666.666666666666
LB Nagar,2 BHK,1280.0,2.0,75.0,2,5859.375
Kondapur,2 BHK,1265.0,2.0,85.0,2,6719.367588932806
LB Nagar,2 BHK,1262.0,2.0,63.0,2,4992.076069730587
Tellapur,2 BHK,940.0,2.0,49.0,2,5212.765957446809
Pragathi Nagar Kukatpally,3 BHK,1300.0,3.0,150.0,3,11538.461538461539
Paramount Colony Toli Chowki,2 BHK,890.0,2.0,45.0,2,5056.179775280899
Pragathi Nagar Kukatpally,3 BHK,2060.0,3.0,149.0,3,7233.0097087378645
ECIL,3 BHK,1730.0,3.0,96.0,3,5549.132947976878
Pragathi Nagar Kukatpally,3 BHK,2195.0,4.0,127.0,3,5785.876993166287
Kukatpally,2 BHK,1085.0,2.0,36.0,2,3317.9723502304146
TellapurOsman Nagar Road,3 BHK,1639.0,3.0,98.32,3,5998.779743746187
muthangi,3 BHK,1739.0,3.0,116.0,3,6670.500287521564
Attapur,2 BHK,935.0,2.0,32.72,2,3499.4652406417113
Attapur,1 RK,510.0,1.0,25.25,1,4950.980392156863
Narsingi,2 BHK,1178.0,2.0,47.0,2,3989.8132427843802
Narsingi,3 BHK,1375.0,2.0,50.0,3,3636.3636363636365
Narsingi,3 BHK,1065.0,2.0,33.0,3,3098.5915492957747
Gachibowli,3 BHK,1835.0,2.0,155.0,3,8446.866485013625
Pragathi Nagar Kukatpally,4 BHK,2090.0,4.0,95.1,4,4550.239234449761
Yapral,3 BHK,1519.0,3.0,93.0,3,6122.448979591837
Narsingi,3 BHK,1267.0,3.0,56.0,3,4419.889502762431
Hitech City,2 BHK,1150.0,2.0,72.2,2,6278.260869565217
Kukatpally,2 BHK,1146.0,2.0,70.0,2,6108.202443280978
Kokapet,3 BHK,1550.0,3.0,65.0,3,4193.548387096775
Narayanguda,2 BHK,850.0,1.0,18.5,2,2176.470588235294
Bachupally Road,3 BHK,1610.0,3.0,74.0,3,4596.273291925466
Bachupally Road,2 BHK,921.0,2.0,40.0,2,4343.105320304017
TellapurOsman Nagar Road,3 BHK,1700.0,3.0,110.0,3,6470.588235294118
TellapurOsman Nagar Road,2 BHK,1020.0,2.0,35.0,2,3431.372549019608
Tellapur,2 BHK,1090.0,2.0,52.0,2,4770.642201834862
Bachupally Road,2 BHK,1185.0,2.0,42.1,2,3552.7426160337554
Hitech City,2 BHK,850.0,2.0,25.0,2,2941.176470588235
Hitech City,2 BHK,1197.0,2.0,84.0,2,7017.543859649123
Hitech City,4 BHK,3500.0,3.0,450.0,4,12857.142857142857
Serilingampally,2 BHK,1105.0,2.0,65.0,2,5882.35294117647
Serilingampally,3 BHK,1850.0,3.0,100.0,3,5405.405405405405
Serilingampally,3 BHK,1300.0,3.0,64.0,3,4923.076923076923
Serilingampally,4 BHK,3073.0,5.0,696.0,4,22648.87731858119
Serilingampally,2 BHK,900.0,2.0,46.0,2,5111.111111111111
Serilingampally,3 BHK,1654.0,3.0,100.0,3,6045.949214026602
Bachupally Road,2 BHK,1367.0,2.0,62.0,2,4535.479151426482
Serilingampally,2 BHK,1010.0,2.0,51.0,2,5049.504950495049
Serilingampally,3 BHK,1535.0,3.0,95.0,3,6188.9250814332245
Kondapur,2 BHK,1330.0,2.0,71.0,2,5338.345864661655
Kukatpally,3 Bedroom,2500.0,3.0,135.0,3,5400.0
Kukatpally,3 BHK,1410.0,3.0,65.0,3,4609.929078014185
Tellapur,3 BHK,1614.0,3.0,95.0,3,5885.9975216852545
Kondapur,2 BHK,1363.0,2.0,68.0,2,4988.994864269993
Attapur,2 BHK,930.0,2.0,45.0,2,4838.709677419355
Kukatpally,3 BHK,1890.0,4.0,127.0,3,6719.576719576719
Madhapur,3 BHK,2197.0,4.0,280.0,3,12744.651797906236
Kukatpally,3 BHK,3522.0,3.0,380.0,3,10789.324247586599
Pragathi Nagar Kukatpally,2 BHK,1440.0,2.0,98.0,2,6805.555555555556
Pragathi Nagar Kukatpally,1 BHK,764.0,1.0,32.0,1,4188.48167539267
TellapurOsman Nagar Road,3 BHK,1693.0,3.0,57.39,3,3389.84051978736
Nanakramguda,3 BHK,1445.0,3.0,65.0,3,4498.269896193771
Kokapet,2 BHK,900.0,1.0,45.0,2,5000.0
Nizampet,3 BHK,1381.0,2.0,52.48,3,3800.1448225923245
Bachupally Road,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
TellapurOsman Nagar Road,2 BHK,1200.0,2.0,43.2,2,3600.0
TellapurOsman Nagar Road,2 BHK,1080.0,2.0,80.0,2,7407.407407407408
Happy Homes Colony,3 BHK,1865.0,3.0,124.0,3,6648.793565683646
Pragathi Nagar Kukatpally,3 BHK,1157.0,2.0,75.0,3,6482.281763180639
Pragathi Nagar,2 BHK,674.0,2.0,29.0,2,4302.670623145401
Kukatpally,3 BHK,1405.0,2.0,78.0,3,5551.601423487545
Kukatpally,2 BHK,1160.0,2.0,44.08,2,3800.0
Serilingampally,3 BHK,1790.0,3.0,127.0,3,7094.972067039106
Pragathi Nagar Kukatpally,2 BHK,1128.0,2.0,65.65,2,5820.035460992909
Serilingampally,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
Pragathi Nagar Kukatpally,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
Kukatpally,2 BHK,1246.0,2.0,68.0,2,5457.463884430176
Yapral,2 BHK,1372.0,2.0,61.0,2,4446.064139941691
Tellapur,3 BHK,1330.0,2.0,56.0,3,4210.526315789473
Pragathi Nagar Kukatpally,3 BHK,2465.0,5.0,234.0,3,9492.90060851927
Bachupally Road,2 BHK,1065.0,2.0,35.0,2,3286.3849765258215
Serilingampally,2 BHK,687.325,2.0,42.72,2,6215.40028370858
Kondapur,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
Kukatpally,2 BHK,865.0,2.0,42.0,2,4855.491329479769
Miyapur,3 BHK,1756.0,3.0,100.0,3,5694.760820045558
Serilingampally,1 BHK,628.0,1.0,24.0,1,3821.6560509554142
Kukatpally,3 BHK,1765.0,3.0,125.0,3,7082.152974504249
Karmanghat,3 BHK,1532.0,3.0,92.0,3,6005.221932114882
NRSA Colony,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
Adibatla,2 BHK,804.1,2.0,69.09,2,8592.214898644446
Methodist Colony,2 BHK,1200.0,2.0,66.0,2,5500.0
Ameerpet,3 BHK,1385.0,2.0,48.48,3,3500.361010830325
Moula Ali,2 BHK,1010.0,2.0,148.0,2,14653.465346534653
Pragathi Nagar Kukatpally,3 BHK,2225.0,3.0,115.0,3,5168.539325842697
BK Guda Internal Road,2 BHK,1180.0,2.0,48.0,2,4067.7966101694915
Tellapur,1 BHK,400.0,1.0,14.0,1,3500.0
Kondapur,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Pragathi Nagar Kukatpally,2 BHK,1272.0,2.0,95.05,2,7472.4842767295595
Serilingampally,2 BHK,1205.0,2.0,39.0,2,3236.514522821577
Serilingampally,2 BHK,980.0,2.0,40.0,2,4081.6326530612246
Bachupally Road,3 BHK,1610.0,2.0,111.0,3,6894.409937888198
Bachupally Road,2 BHK,1694.0,2.0,125.0,2,7378.984651711924
Bachupally Road,2 BHK,950.0,2.0,39.0,2,4105.263157894737
ALIND Employees Colony,3 BHK,1560.0,2.0,66.0,3,4230.7692307692305
Krishna Reddy Pet,2 BHK,910.0,2.0,42.0,2,4615.384615384615
Dammaiguda,2 BHK,1291.0,2.0,49.0,2,3795.5073586367157
Serilingampally,2 BHK,1012.0,2.0,66.5,2,6571.146245059289
Padmarao Nagar,2 BHK,1282.0,2.0,72.0,2,5616.224648985959
Bachupally,3 BHK,1843.0,3.0,92.15,3,5000.0
Gajulramaram Kukatpally,5 Bedroom,3356.0,5.0,105.0,5,3128.7246722288437
Pragathi Nagar Kukatpally,4 BHK,2790.0,5.0,198.0,4,7096.774193548387
Miyapur,2 BHK,1330.0,2.0,86.98,2,6539.849624060151
Nizampet,3 BHK,1400.0,2.0,73.0,3,5214.285714285715
Gachibowli,2 BHK,1297.0,2.0,103.0,2,7941.403238242097
Gachibowli,1 BHK,615.0,1.0,17.835,1,2900.0
Gachibowli,3 BHK,1490.0,3.0,100.0,3,6711.4093959731545
Bachupally Road,3 BHK,1373.0,3.0,72.0,3,5243.991260014566
Mayuri Nagar,3 BHK,1750.0,3.0,95.0,3,5428.571428571428
Sanath Nagar,2 BHK,1052.0,2.0,50.0,2,4752.851711026616
Appa Junction Peerancheru,2 BHK,1128.0,2.0,38.24,2,3390.0709219858154
Moula Ali,2 BHK,1120.0,2.0,33.6,2,3000.0
Kukatpally,2 BHK,1090.0,2.0,32.69,2,2999.0825688073396
Kukatpally,3 BHK,1330.0,2.0,46.55,3,3500.0
Bachupally Road,3 BHK,1427.0,2.0,80.63,3,5650.31534688157
Adda Gutta,3 BHK,1580.0,3.0,75.0,3,4746.835443037975
Central Excise Colony Hyderabad,3 Bedroom,1808.0,4.0,80.27,3,4439.712389380531
Gachibowli,4 BHK,3516.0,4.0,540.0,4,15358.361774744028
Gachibowli,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Krishna Reddy Pet,2 BHK,900.0,2.0,46.0,2,5111.111111111111
LB Nagar,2 BHK,900.0,2.0,46.0,2,5111.111111111111
Gopal Nagar,3 BHK,1390.0,3.0,120.0,3,8633.093525179856
Bachupaly Road Miyapur,2 BHK,845.0,2.0,33.0,2,3905.3254437869823
ECIL Main Road,3 BHK,1537.0,3.0,120.0,3,7807.417046193884
Kushaiguda,3 BHK,1512.0,3.0,75.77,3,5011.243386243386
Kushaiguda,3 BHK,1230.0,3.0,54.0,3,4390.243902439024
Tellapur,3 BHK,1378.0,2.0,42.33,3,3071.843251088534
Hitech City,2 BHK,1277.0,2.0,61.3,2,4800.313234142522
Bachupally Road,3 BHK,1985.0,4.0,189.0,3,9521.410579345089
Kokapet,2 BHK,1210.0,2.0,62.0,2,5123.966942148761
Bachupally Road,4 BHK,3198.0,4.0,200.0,4,6253.908692933083
Barkatpura,4 BHK,2483.0,5.0,215.0,4,8658.880386629078
Kondapur,4 BHK,4111.0,4.0,310.0,4,7540.744344441741
ECIL,2 BHK,975.0,2.0,37.5,2,3846.153846153846
Nizampet,3 BHK,1690.0,3.0,125.0,3,7396.449704142012
Bachupally Road,2 BHK,1063.0,2.0,31.89,2,3000.0
Medchal,3 BHK,1600.0,3.0,80.0,3,5000.0
Gachibowli,1 BHK,520.0,1.0,19.5,1,3750.0
Pragathi Nagar Kukatpally,3 BHK,1390.0,3.0,68.0,3,4892.086330935252
Gachibowli,2 BHK,1185.0,2.0,40.0,2,3375.5274261603377
Bagh Amberpet,2 BHK,1219.0,2.0,48.0,2,3937.653814602133
Bachupally Road,3 BHK,1564.0,2.0,92.0,3,5882.35294117647
Tellapur,4 BHK,3430.0,6.0,228.5,4,6661.807580174927
BK Guda Internal Road,2 BHK,1100.0,2.0,37.1,2,3372.7272727272725
Hitech City,3 BHK,1300.0,2.0,60.0,3,4615.384615384615
Banjara Hills,3 BHK,1482.0,2.0,92.0,3,6207.827260458839
Gajularamaram,3 Bedroom,1000.0,4.0,66.0,3,6600.0
new nallakunta,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
Gajularamaram,2 BHK,1205.0,2.0,78.5,2,6514.522821576764
Gajularamaram,3 BHK,1745.0,3.0,125.0,3,7163.323782234957
Gajularamaram,2 BHK,1028.0,2.0,42.0,2,4085.603112840467
BHEL,3 BHK,1700.0,3.0,180.0,3,10588.235294117647
Sun City,3 BHK,1200.0,2.0,34.0,3,2833.3333333333335
Alwal,3 BHK,2700.0,4.0,270.0,3,10000.0
Bachupally Road,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Kukatpally,2 BHK,1269.72,2.0,68.0,2,5355.511451343603
Nallakunta,2 BHK,1266.0,2.0,59.0,2,4660.347551342812
Nizampet,2 BHK,1060.0,2.0,62.0,2,5849.056603773585
Madinaguda,3 Bedroom,1168.0,3.0,70.0,3,5993.1506849315065
Kukatpally,2 BHK,1552.0,2.0,51.0,2,3286.082474226804
Kokapet,3 BHK,2038.5,3.0,120.0,3,5886.681383370125
Nanakramguda,1 BHK,500.0,1.0,17.0,1,3400.0
Kukatpally,2 BHK,1300.0,2.0,65.0,2,5000.0
Bachupally Road,2 BHK,920.0,2.0,33.0,2,3586.9565217391305
Bachupally Road,2 BHK,1310.0,2.0,50.0,2,3816.793893129771
Bachupally Road,3 BHK,1515.0,3.0,93.93,3,6200.0
Nallagandla Road,2 BHK,1157.0,2.0,53.8,2,4649.956784788245
Kokapet,4 BHK,3000.0,4.0,160.0,4,5333.333333333333
Nallagandla Gachibowli,3 BHK,1530.0,2.0,74.39,3,4862.091503267974
Kapra,3 BHK,2070.0,3.0,162.0,3,7826.086956521739
Madinaguda,3 BHK,1815.0,3.0,82.0,3,4517.906336088155
Madhapur,4 BHK,3900.0,4.0,300.0,4,7692.307692307692
Gachibowli,2 BHK,1000.0,2.0,28.88,2,2888.0
Kokapet,2 BHK,1232.0,2.0,89.0,2,7224.025974025974
Kokapet,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
Kukatpally,1 BHK,654.0,1.0,38.4,1,5871.559633027523
Balanagar,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
Pragathi Nagar,3 BHK,1616.0,3.0,75.0,3,4641.089108910891
Kondapur,3 BHK,1306.0,3.0,54.65,3,4184.532924961715
Ramnagar Gundu,3 BHK,1626.0,3.0,89.0,3,5473.554735547355
Nallakunta,3 BHK,1585.0,3.0,88.0,3,5552.05047318612
Gachibowli,2 BHK,1495.0,2.0,90.0,2,6020.066889632107
Attapur,4 BHK,3715.0,6.0,224.5,4,6043.06864064603
Kokapet,3 BHK,1645.0,3.0,100.0,3,6079.0273556231
Bachupally Road,3 BHK,1760.0,3.0,176.0,3,10000.0
Bachupally Road,1 BHK,595.0,1.0,42.0,1,7058.823529411765
Serilingampally,3 Bedroom,1200.0,3.0,125.0,3,10416.666666666666
Suchitra,4 BHK,4624.5,4.0,314.5,4,6800.735214617796
Alkapur township,2 BHK,1410.0,2.0,67.0,2,4751.77304964539
Nallagandla Gachibowli,2 BHK,1300.0,2.0,60.0,2,4615.384615384615
Banjara Hills Road Number 12,3 BHK,1890.0,2.0,85.0,3,4497.354497354498
Narsingi,2 BHK,1254.0,2.0,53.0,2,4226.475279106858
Kukatpally,2 BHK,1170.0,2.0,86.0,2,7350.427350427351
Kukatpally,2 BHK,1193.0,2.0,86.0,2,7208.717518860017
Kukatpally,3 BHK,1678.0,3.0,70.0,3,4171.6328963051255
Suchitra,3 BHK,1600.0,3.0,75.0,3,4687.5
ECIL Main Road,3 BHK,1750.0,3.0,84.0,3,4800.0
Chandanagar,3 BHK,2800.0,2.0,200.0,3,7142.857142857143
Nagole,2 BHK,1000.0,2.0,50.0,2,5000.0
Pragathi Nagar Kukatpally,3 BHK,1320.0,2.0,38.13,3,2888.636363636364
Serilingampally,4 BHK,2422.0,4.0,160.0,4,6606.110652353427
Kukatpally,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Kukatpally,2 BHK,882.0,2.0,30.0,2,3401.360544217687
Kondapur,2 BHK,845.0,2.0,37.0,2,4378.698224852071
Kondapur,2 BHK,883.0,2.0,39.0,2,4416.761041902605
Gajularamaram,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
Gachibowli,2 BHK,1280.0,2.0,85.0,2,6640.625
Manikonda,2 BHK,920.0,2.0,35.0,2,3804.3478260869565
Kukatpally,2 BHK,1300.0,2.0,57.0,2,4384.615384615385
Kukatpally,2 BHK,1450.0,1.0,230.0,2,15862.068965517241
Kukatpally,3 BHK,1757.0,3.0,132.0,3,7512.805919180421
Sun City,2 BHK,1330.0,2.0,93.36,2,7019.548872180451
Gachibowli,2 BHK,1062.0,2.0,42.47,2,3999.0583804143125
Kukatpally,2 BHK,1078.0,2.0,45.0,2,4174.397031539888
Kukatpally,3 BHK,1460.0,2.0,72.0,3,4931.506849315068
Chandanagar,4 Bedroom,2028.0,4.0,162.0,4,7988.165680473373
Serilingampally,2 BHK,980.0,2.0,45.47,2,4639.7959183673465
Manikonda,2 BHK,1000.0,2.0,40.0,2,4000.0
Kokapet,2 BHK,1050.0,2.0,62.0,2,5904.761904761905
Nanakramguda,3 BHK,1875.0,2.0,150.0,3,8000.0
Kokapet,3 BHK,1725.0,2.0,100.0,3,5797.101449275362
Jubilee Hills,2 BHK,1128.0,2.0,75.0,2,6648.936170212766
Kokapet,3 BHK,1705.0,3.0,74.16,3,4349.560117302053
Bachupally Road,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
New Maruthi Nagar,2 BHK,812.0,2.0,55.0,2,6773.399014778325
Kondapur,2 BHK,1420.0,2.0,136.0,2,9577.464788732394
Bachupally Road,3 BHK,2800.0,3.0,330.0,3,11785.714285714286
Bachupally Road,3 BHK,1650.0,3.0,175.0,3,10606.060606060606
Bachupally Road,2 BHK,840.0,2.0,27.0,2,3214.285714285714
Bachupally Road,2 BHK,914.0,2.0,47.0,2,5142.231947483589
Bachupally Road,3 BHK,1482.0,2.0,83.73,3,5649.797570850203
Bachupally Road,3 BHK,1724.0,3.0,127.0,3,7366.589327146172
Bachupally Road,3 BHK,1670.0,3.0,91.86,3,5500.5988023952095
Bandlaguda Jagir,2 BHK,927.0,2.0,55.0,2,5933.117583603021
Nanakramguda,3 BHK,1220.0,3.0,35.23,3,2887.7049180327863
Hitech City,3 BHK,1360.0,2.0,75.0,3,5514.705882352941
Suchitra,2 BHK,1180.0,2.0,72.0,2,6101.6949152542375
Kondapur,3 BHK,1697.0,3.0,108.0,3,6364.172068355922
Kondapur,2 BHK,1225.0,2.0,57.0,2,4653.061224489796
Kokapet,3 BHK,1690.0,2.0,55.0,3,3254.437869822485
Kokapet,3 BHK,1250.0,2.0,80.0,3,6400.0
Kokapet,1 BHK,1050.0,1.0,44.0,1,4190.476190476191
Kokapet,3 BHK,1699.0,3.0,81.94,3,4822.836962919364
Kokapet,2 BHK,1205.0,2.0,58.0,2,4813.278008298756
Kokapet,3 BHK,1476.0,3.0,120.0,3,8130.081300813008
Kokapet,3 BHK,2160.0,4.0,172.0,3,7962.962962962963
Kokapet,2 BHK,1296.0,2.0,75.0,2,5787.037037037037
Gachibowli,3 BHK,1570.0,3.0,64.5,3,4108.28025477707
Gachibowli,2 BHK,1300.0,2.0,110.0,2,8461.538461538461
Madhavaram Nagar Colony,2 BHK,770.0,1.0,40.0,2,5194.805194805195
Kokapet,3 BHK,1429.0,3.0,86.0,3,6018.194541637508
Nanakramguda,2 BHK,1035.0,2.0,41.73,2,4031.884057971014
Pragathi Nagar Road,1 BHK,884.0,2.0,36.0,1,4072.398190045249
Gachibowli,2 BHK,1026.0,2.0,60.87,2,5932.748538011696
Nallagandla Gachibowli,4 BHK,2690.0,4.0,191.0,4,7100.371747211896
Kokapeta Village,2 BHK,975.0,2.0,58.0,2,5948.717948717948
Hitech City,3 BHK,1700.0,3.0,135.0,3,7941.176470588235
Alwal,4 BHK,3606.0,4.0,312.0,4,8652.246256239601
Somajiguda,2 BHK,1258.0,2.0,115.0,2,9141.494435612083
Nanakramguda,4 BHK,3630.0,6.0,195.0,4,5371.900826446281
Kondapur,3 BHK,2000.0,3.0,250.0,3,12500.0
Nanakramguda,4 BHK,2790.0,4.0,198.0,4,7096.774193548387
Nanakramguda,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
Bachupally,3 BHK,1482.0,2.0,87.0,3,5870.4453441295545
Nanakramguda,2 BHK,800.0,2.0,50.0,2,6250.0
Kondapur,2 BHK,1100.0,2.0,71.5,2,6500.0
Kondapur,2 BHK,1225.0,2.0,150.0,2,12244.897959183674
HMT Hills,2 BHK,1180.0,2.0,50.0,2,4237.28813559322
Gajularamaram,2 BHK,1260.0,2.0,58.0,2,4603.174603174603
Hitech City,2 BHK,1190.0,2.0,55.0,2,4621.848739495798
Toli Chowki,3 BHK,1691.0,3.0,119.0,3,7037.25606150207
Kokapet,2 BHK,1250.0,2.0,65.0,2,5200.0
Madhapur,2 BHK,800.0,2.0,28.0,2,3500.0
Gachibowli,2 BHK,1020.0,2.0,58.0,2,5686.274509803921
Pragathi Nagar Kukatpally,3 BHK,1510.0,2.0,75.0,3,4966.887417218543
Banjara Hills,3 BHK,1614.0,3.0,110.0,3,6815.365551425031
Nallagandla Gachibowli,4 Bedroom,1632.0,3.0,145.0,4,8884.803921568628
Central Excise Colony Hyderabad,4 BHK,3012.0,6.0,250.0,4,8300.132802124834
Madinaguda,3 BHK,1450.0,2.0,135.0,3,9310.344827586207
Somajiguda,2 BHK,1200.0,2.0,75.0,2,6250.0
Beeramguda,3 BHK,1508.0,2.0,110.0,3,7294.429708222811
Himayat Nagar,2 BHK,1188.0,2.0,73.0,2,6144.781144781145
Bowenpally,4 BHK,2690.0,4.0,199.0,4,7397.769516728625
Kondapur,2 BHK,1174.0,2.0,76.0,2,6473.594548551959
Ashok Nagar,3 BHK,1350.0,3.0,58.99,3,4369.62962962963
Ashok Nagar,3 BHK,1870.0,3.0,185.0,3,9893.048128342247
Nanakramguda,2 BHK,1072.0,2.0,25.0,2,2332.089552238806
Barkatpura,2 BHK,726.0,2.0,31.0,2,4269.972451790633
Madhapur,2 BHK,1345.0,2.0,106.0,2,7881.0408921933085
Madinaguda,2 BHK,1200.0,2.0,45.0,2,3750.0
Isnapur,2 BHK,1050.0,2.0,77.0,2,7333.333333333333
Kukatpally,3 BHK,1743.0,3.0,85.0,3,4876.649454962708
D D Colony,2 BHK,950.0,2.0,32.5,2,3421.0526315789475
DD Colony,1 BHK,640.0,1.0,55.0,1,8593.75
Nanakramguda,2 BHK,972.0,2.0,44.0,2,4526.748971193416
Miyapur,3 BHK,1840.0,3.0,98.0,3,5326.086956521739
Ramnagar Gundu,2 BHK,1128.0,2.0,64.0,2,5673.758865248227
Patancheru,2 Bedroom,2400.0,2.0,95.0,2,3958.3333333333335
Serilingampally,2 BHK,1150.0,2.0,63.0,2,5478.260869565217
Kondapur,4 Bedroom,3450.0,4.0,294.0,4,8521.739130434782
Nanakramguda,2 BHK,920.0,2.0,46.0,2,5000.0
Pragathi Nagar,3 BHK,1564.0,3.0,101.0,3,6457.800511508952
Ashok Nagar,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
Kondapur,3 BHK,2479.13,3.0,215.0,3,8672.39717158842
Hitech City,3 BHK,1846.0,3.0,140.0,3,7583.965330444204
Kukatpally,4 Bedroom,3042.0,4.0,131.0,4,4306.37738330046
Kukatpally,3 BHK,1640.0,3.0,223.0,3,13597.560975609756
Kukatpally,2 BHK,1068.0,2.0,40.05,2,3749.9999999999995
Kukatpally,2 BHK,1135.0,2.0,58.0,2,5110.132158590309
Bachupally,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Chandanagar,3 BHK,1354.0,3.0,90.0,3,6646.971935007386
Kukatpally,4 Bedroom,1320.0,2.0,110.0,4,8333.333333333334
Adibatla,4 Bedroom,3500.0,6.0,225.0,4,6428.571428571428
Banjara Hills,2 BHK,1000.0,2.0,36.0,2,3600.0
Banjara Hills,3 BHK,1130.0,3.0,38.0,3,3362.83185840708
Nanakramguda,3 BHK,2204.0,2.0,305.0,3,13838.47549909256
Manikonda,3 BHK,1745.0,3.0,104.0,3,5959.885386819485
Manikonda,3 BHK,1550.0,2.0,70.0,3,4516.129032258064
Gachibowli,3 BHK,1329.0,2.0,45.95,3,3457.486832204665
Gachibowli,2 BHK,916.0,2.0,42.0,2,4585.152838427947
Patancheru,1 BHK,688.0,1.0,50.0,1,7267.441860465116
Patancheru,3 BHK,1358.0,3.0,50.0,3,3681.8851251840942
DD Colony,2 BHK,1331.0,2.0,107.0,2,8039.068369646882
Kukatpally,1 BHK,686.0,1.0,62.5,1,9110.787172011662
Pragathi Nagar Kukatpally,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
Pragathi Nagar Kukatpally,3 BHK,2106.0,3.0,126.0,3,5982.9059829059825
Pragathi Nagar Kukatpally,3 BHK,1718.0,3.0,90.2,3,5250.291036088475
Pragathi Nagar Kukatpally,3 BHK,1530.0,3.0,57.0,3,3725.4901960784314
Pragathi Nagar Kukatpally,2 BHK,1075.0,2.0,52.0,2,4837.209302325581
Pragathi Nagar Kukatpally,3 BHK,1936.0,2.0,54.21,3,2800.103305785124
Pragathi Nagar Kukatpally,4 BHK,2172.65,3.0,120.0,4,5523.208984419948
Pragathi Nagar Kukatpally,2 BHK,1117.0,2.0,29.99,2,2684.870188003581
Pragathi Nagar Kukatpally,3 BHK,1685.0,2.0,110.0,3,6528.189910979228
Pragathi Nagar Kukatpally,2 BHK,740.0,2.0,37.0,2,5000.0
Pragathi Nagar Kukatpally,3 BHK,1800.0,3.0,115.0,3,6388.888888888889
Pragathi Nagar Kukatpally,3 BHK,1700.0,3.0,130.0,3,7647.058823529412
Sanath Nagar,2 BHK,850.0,2.0,37.93,2,4462.35294117647
Patancheru,3 BHK,1891.0,3.0,139.0,3,7350.608143839238
Sri Nagar Colony,2 BHK,1400.0,1.0,80.0,2,5714.285714285715
Tellapur,2 BHK,896.0,2.0,43.75,2,4882.8125
Nanakramguda,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
Beeramguda Road,2 BHK,850.0,2.0,33.0,2,3882.3529411764707
Patancheru,3 BHK,1699.0,3.0,97.0,3,5709.240729841083
Pati,4 BHK,2025.0,4.0,109.0,4,5382.716049382716
Kondapur,1 BHK,500.0,1.0,20.0,1,4000.0
Jubilee Hills,3 BHK,2475.0,4.0,332.0,3,13414.141414141413
Hitech City,2 BHK,1455.0,2.0,145.0,2,9965.635738831616
Madhapur,3 BHK,1521.0,3.0,94.99,3,6245.233399079553
Bachupally Road,3 BHK,3155.0,4.0,370.0,3,11727.41679873217
Patancheru,3 BHK,1765.0,3.0,105.0,3,5949.008498583569
Karimnagar,3 BHK,1980.0,3.0,88.0,3,4444.444444444444
Miyapur,2 BHK,1265.0,2.0,70.0,2,5533.596837944664
Miyapur,2 BHK,1034.0,2.0,40.0,2,3868.4719535783365
Miyapur,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
Nagole,3 BHK,2045.0,4.0,154.0,3,7530.562347188264
Kollur Road,3 BHK,1490.0,2.0,98.0,3,6577.181208053691
Sun City Padmasri Estates,1 BHK,671.0,1.0,36.85,1,5491.803278688524
Chaitanyapuri,2 BHK,1156.0,2.0,32.0,2,2768.166089965398
Chaitanyapuri,3 BHK,2017.0,3.0,125.0,3,6197.322756569162
Chaitanyapuri,4 BHK,3122.0,6.0,235.0,4,7527.226137091608
Chaitanyapuri,3 BHK,1635.0,3.0,62.0,3,3792.0489296636088
Pragathi Nagar Kukatpally,2 BHK,1296.0,2.0,89.0,2,6867.283950617284
Chandanagar,2 BHK,1139.0,2.0,62.0,2,5443.371378402107
Miyapur,2 BHK,1245.0,2.0,86.28,2,6930.120481927711
Miyapur,4 BHK,3951.0,4.0,220.0,4,5568.2105796001015
Kondapur,2 BHK,550.0,1.0,15.0,2,2727.2727272727275
Kokapet,1 BHK,360.0,1.0,26.0,1,7222.222222222223
